0.512909,0.676290,0.0
0.350395,0.047523,1.0
0.433671,0.825541,0.0
0.115968,0.039042,1.0
0.192150,0.682816,0.0
0.144923,0.358918,1.0
0.661714,0.659122,0.0
0.446035,0.254166,1.0
0.528088,0.743727,0.0
0.360822,0.168239,1.0
0.173266,0.451671,0.0
0.393336,0.402184,1.0
0.011081,0.539868,0.0
0.933851,0.113399,1.0
0.785947,0.646437,0.0
0.119393,0.317185,1.0
0.862388,0.494946,0.0
0.601185,0.058804,1.0
0.626098,0.901075,0.0
0.940407,0.207779,1.0
0.272025,0.956801,0.0
0.921315,0.271012,1.0
0.812885,0.499827,0.0
0.320382,0.328940,1.0
0.001763,0.777371,0.0
0.785286,0.147343,1.0
0.789684,0.529532,0.0
0.403213,0.401198,1.0
0.862149,0.486262,0.0
0.345059,0.206215,1.0
0.710129,0.485699,0.0
0.577453,0.128014,1.0
0.046425,0.562599,0.0
0.677885,0.109697,1.0
0.340164,0.483888,0.0
0.832864,0.469939,1.0
0.525193,0.952950,0.0
0.062254,0.151978,1.0
0.598687,0.475106,0.0
0.834589,0.472628,1.0
0.905671,0.763971,0.0
0.444027,0.378717,1.0
0.209770,0.760438,0.0
0.471558,0.234297,1.0
0.135295,0.943210,0.0
0.219745,0.123762,1.0
0.125379,0.544760,0.0
0.976754,0.150763,1.0
0.753343,0.659597,0.0
0.749978,0.442202,1.0
0.192418,0.981810,0.0
0.461725,0.105423,1.0
0.704789,0.635849,0.0
0.522765,0.053585,1.0
0.207079,0.622947,0.0
0.524358,0.441638,1.0
0.232444,0.808621,0.0
0.142703,0.204426,1.0
0.581848,0.473982,0.0
0.364594,0.368419,1.0
0.037413,0.876701,0.0
0.194280,0.135533,1.0
0.820034,0.590826,0.0
0.358464,0.352733,1.0
0.752423,0.980616,0.0
0.028305,0.361452,1.0
0.862536,0.787851,0.0
0.357867,0.336425,1.0
0.593340,0.556466,0.0
0.882843,0.467017,1.0
0.300541,0.519963,0.0
0.356178,0.144752,1.0
0.704726,0.598687,0.0
0.554905,0.143909,1.0
0.346628,0.870062,0.0
0.208042,0.282603,1.0
0.407520,0.515115,0.0
0.557472,0.217323,1.0
0.093426,0.528361,0.0
0.595887,0.037215,1.0
0.934461,0.694216,0.0
0.493620,0.137549,1.0
0.571598,0.910990,0.0
0.691012,0.422152,1.0
0.221804,0.915156,0.0
0.367378,0.263781,1.0
0.414348,0.966335,0.0
0.992456,0.106749,1.0
0.275868,0.710862,0.0
0.765402,0.052336,1.0
0.230934,0.586124,0.0
0.647964,0.162117,1.0
0.404041,0.825607,0.0
0.961724,0.343482,1.0
0.817229,0.498065,0.0
0.951887,0.183973,1.0
0.053122,0.888959,0.0
0.567474,0.267532,1.0
0.808986,0.776012,0.0
0.645908,0.385337,1.0
0.701708,0.766575,0.0
0.373579,0.371990,1.0
0.068325,0.601631,0.0
0.007349,0.254421,1.0
0.093071,0.543866,0.0
0.935299,0.287300,1.0
0.318709,0.727394,0.0
0.845206,0.189445,1.0
0.015218,0.862665,0.0
0.019904,0.259490,1.0
0.486599,0.558512,0.0
0.196245,0.141726,1.0
0.969588,0.916467,0.0
0.103980,0.295646,1.0
0.839396,0.833329,0.0
0.162826,0.304486,1.0
0.109039,0.773904,0.0
0.679249,0.068781,1.0
0.996704,0.763684,0.0
0.397729,0.312954,1.0
0.622416,0.964870,0.0
0.942007,0.155085,1.0
0.042578,0.767947,0.0
0.821158,0.102170,1.0
0.350375,0.853590,0.0
0.822075,0.309931,1.0
0.016303,0.401835,0.0
0.736021,0.156585,1.0
0.444592,0.554399,0.0
0.986227,0.260090,1.0
0.678491,0.633950,0.0
0.326612,0.184056,1.0
0.852301,0.772144,0.0
0.367010,0.170624,1.0
0.339119,0.741562,0.0
0.710820,0.372458,1.0
0.054743,0.442355,0.0
0.439270,0.402516,1.0
0.156715,0.944319,0.0
0.296058,0.421061,1.0
0.968924,0.821742,0.0
0.704793,0.231180,1.0
0.895265,0.835289,0.0
0.178046,0.213582,1.0
0.349875,0.608193,0.0
0.834832,0.007531,1.0
0.133959,0.664855,0.0
0.016429,0.057048,1.0
0.614171,0.619418,0.0
0.270706,0.375593,1.0
0.181757,0.873905,0.0
0.881767,0.428456,1.0
0.132084,0.963572,0.0
0.125962,0.020453,1.0
0.518959,0.489527,0.0
0.801678,0.403205,1.0
0.334914,0.944050,0.0
0.749215,0.028810,1.0
0.046163,0.917725,0.0
0.334092,0.038860,1.0
0.239860,0.592608,0.0
0.260756,0.265121,1.0
0.635544,0.756299,0.0
0.521283,0.101816,1.0
0.439056,0.528360,0.0
0.568777,0.213766,1.0
0.517625,0.835782,0.0
0.987910,0.400238,1.0
0.609048,0.558563,0.0
0.608263,0.034056,1.0
0.770608,0.760168,0.0
0.903419,0.384885,1.0
0.534964,0.482021,0.0
0.552881,0.138687,1.0
0.840642,0.803193,0.0
0.104453,0.268714,1.0
0.108825,0.417353,0.0
0.081582,0.074474,1.0
0.382268,0.871076,0.0
0.610367,0.216478,1.0
0.680059,0.847819,0.0
0.164239,0.182293,1.0
0.593122,0.765405,0.0
0.613970,0.000954,1.0
0.066286,0.443498,0.0
0.437756,0.182834,1.0
0.785565,0.992065,0.0
0.706254,0.007435,1.0
0.930414,0.683930,0.0
0.356710,0.115773,1.0
0.599182,0.675301,0.0
0.639085,0.046612,1.0
0.821845,0.850495,0.0
0.126894,0.355792,1.0
0.579856,0.784600,0.0
0.291628,0.191871,1.0
